Date,Product line,Quantity,Holiday,Crude_oil_Price,Gold_Price,Unnamed: 6,S&P_500_Price,Nasdaq_100_Price,sp&crudeoil,nasdaq&goldprice,conv
27-01-2019,Fashion accessories,7,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
14-03-2019,Electronic accessories,7,0,58.61,1295.1,,2808.48,7243.01,2867.09,8538.11,-5671.02
01-03-2019,Home and lifestyle,2,0,59.265,1301.04,,2803.69,7151.57,2862.955,8452.61,-5589.655
06-02-2019,Home and lifestyle,6,0,55.99,1317.78,,2731.61,6997.62,2787.6,8315.4,-5527.8
27-01-2019,Food and beverages,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
25-02-2019,Sports and travel,5,0,55.48,1329.5,,2796.11,7115.43,2851.59,8444.93,-5593.34
17-02-2019,Sports and travel,9,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
12-02-2019,Health and beauty,6,0,55.99,1317.78,,2744.73,7014.67,2800.72,8332.45,-5531.73
24-01-2019,Fashion accessories,8,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
11-03-2019,Home and lifestyle,5,0,59.265,1301.04,,2783.3,7164.02,2842.565,8465.06,-5622.495
07-03-2019,Home and lifestyle,1,0,59.265,1301.04,,2748.93,7026.88,2808.195,8327.92,-5519.725
25-02-2019,Fashion accessories,4,0,55.48,1329.5,,2796.11,7115.43,2851.59,8444.93,-5593.34
22-01-2019,Home and lifestyle,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
12-01-2019,Fashion accessories,10,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
07-01-2019,Sports and travel,9,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
23-01-2019,Electronic accessories,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
25-03-2019,Electronic accessories,7,0,58.82,1322.6,,2798.36,7316.96,2857.18,8639.56,-5782.38
02-01-2019,Food and beverages,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
29-03-2019,Home and lifestyle,3,0,60.14,1298.5,,2834.4,7378.77,2894.54,8677.27,-5782.73
20-03-2019,Electronic accessories,6,0,59.83,1301.7,,2824.23,7380.75,2884.06,8682.45,-5798.39
17-01-2019,Food and beverages,10,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
01-01-2019,Fashion accessories,9,1,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
10-03-2019,Food and beverages,7,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
22-03-2019,Sports and travel,5,0,59.04,1312.3,,2800.71,7326.06,2859.75,8638.36,-5778.61
26-03-2019,Health and beauty,4,0,59.94,1315,,2818.46,7351.15,2878.4,8666.15,-5787.75
01-02-2019,Health and beauty,4,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
09-03-2019,Health and beauty,4,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
27-03-2019,Food and beverages,3,0,59.41,1310.4,,2805.37,7308.19,2864.78,8618.59,-5753.81
04-02-2019,Sports and travel,5,0,55.99,1317.78,,2724.87,6959.96,2780.86,8277.74,-5496.88
04-03-2019,Health and beauty,5,0,59.265,1301.04,,2792.81,7150.83,2852.075,8451.87,-5599.795
07-02-2019,Sports and travel,1,0,55.99,1317.78,,2706.05,6904.98,2762.04,8222.76,-5460.72
05-02-2019,Sports and travel,3,0,55.99,1317.78,,2737.7,7023.52,2793.69,8341.3,-5547.61
15-02-2019,Food and beverages,3,0,55.59,1322.1,,2775.6,7055.18,2831.19,8377.28,-5546.09
24-03-2019,Home and lifestyle,2,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
10-02-2019,Fashion accessories,7,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
23-01-2019,Fashion accessories,1,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
07-02-2019,Electronic accessories,1,0,55.99,1317.78,,2706.05,6904.98,2762.04,8222.76,-5460.72
03-02-2019,Food and beverages,10,1,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
20-03-2019,Sports and travel,9,0,59.83,1301.7,,2824.23,7380.75,2884.06,8682.45,-5798.39
23-01-2019,Food and beverages,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
28-03-2019,Food and beverages,3,0,59.3,1295.3,,2815.44,7320.47,2874.74,8615.77,-5741.03
20-03-2019,Food and beverages,1,0,59.83,1301.7,,2824.23,7380.75,2884.06,8682.45,-5798.39
09-03-2019,Sports and travel,2,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
25-01-2019,Home and lifestyle,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
26-01-2019,Fashion accessories,1,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-01-2019,Sports and travel,10,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
05-03-2019,Electronic accessories,3,0,59.265,1301.04,,2789.65,7156.78,2848.915,8457.82,-5608.905
15-01-2019,Food and beverages,2,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
03-03-2019,Health and beauty,7,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
18-01-2019,Home and lifestyle,9,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
03-02-2019,Home and lifestyle,10,1,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
14-03-2019,Electronic accessories,3,0,58.61,1295.1,,2808.48,7243.01,2867.09,8538.11,-5671.02
18-01-2019,Fashion accessories,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
29-01-2019,Sports and travel,5,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
26-02-2019,Fashion accessories,1,0,55.5,1328.5,,2793.9,7123.22,2849.4,8451.72,-5602.32
04-02-2019,Fashion accessories,4,0,55.99,1317.78,,2724.87,6959.96,2780.86,8277.74,-5496.88
14-01-2019,Fashion accessories,10,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
01-03-2019,Electronic accessories,10,0,59.265,1301.04,,2803.69,7151.57,2862.955,8452.61,-5589.655
23-02-2019,Food and beverages,4,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
11-01-2019,Food and beverages,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
27-02-2019,Fashion accessories,2,0,56.94,1321.2,,2792.38,7117.01,2849.32,8438.21,-5588.89
16-01-2019,Home and lifestyle,10,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
15-02-2019,Food and beverages,3,0,55.59,1322.1,,2775.6,7055.18,2831.19,8377.28,-5546.09
04-03-2019,Health and beauty,10,0,59.265,1301.04,,2792.81,7150.83,2852.075,8451.87,-5599.795
29-01-2019,Home and lifestyle,5,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
01-01-2019,Sports and travel,4,1,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-02-2019,Electronic accessories,9,0,56.09,1344.8,,2779.76,7066.61,2835.85,8411.41,-5575.56
17-01-2019,Sports and travel,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
28-02-2019,Food and beverages,6,0,57.22,1316.1,,2784.49,7097.52,2841.71,8413.62,-5571.91
06-02-2019,Health and beauty,5,0,55.99,1317.78,,2731.61,6997.62,2787.6,8315.4,-5527.8
28-03-2019,Fashion accessories,7,0,59.3,1295.3,,2815.44,7320.47,2874.74,8615.77,-5741.03
19-01-2019,Electronic accessories,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
17-02-2019,Fashion accessories,3,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
01-03-2019,Fashion accessories,4,0,59.265,1301.04,,2803.69,7151.57,2862.955,8452.61,-5589.655
28-02-2019,Health and beauty,3,0,57.22,1316.1,,2784.49,7097.52,2841.71,8413.62,-5571.91
08-02-2019,Fashion accessories,1,0,55.99,1317.78,,2707.88,6913.13,2763.87,8230.91,-5467.04
20-03-2019,Home and lifestyle,9,0,59.83,1301.7,,2824.23,7380.75,2884.06,8682.45,-5798.39
12-02-2019,Sports and travel,2,0,55.99,1317.78,,2744.73,7014.67,2800.72,8332.45,-5531.73
20-02-2019,Home and lifestyle,2,0,56.92,1347.9,,2784.7,7062.34,2841.62,8410.24,-5568.62
03-02-2019,Food and beverages,5,1,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
22-02-2019,Electronic accessories,10,0,57.26,1332.8,,2792.67,7090.62,2849.93,8423.42,-5573.49
09-03-2019,Fashion accessories,8,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
11-01-2019,Home and lifestyle,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
27-02-2019,Food and beverages,10,0,56.94,1321.2,,2792.38,7117.01,2849.32,8438.21,-5588.89
25-03-2019,Food and beverages,4,0,58.82,1322.6,,2798.36,7316.96,2857.18,8639.56,-5782.38
20-01-2019,Fashion accessories,8,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
26-03-2019,Health and beauty,5,0,59.94,1315,,2818.46,7351.15,2878.4,8666.15,-5787.75
20-01-2019,Health and beauty,4,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
15-01-2019,Home and lifestyle,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
11-02-2019,Sports and travel,4,0,55.99,1317.78,,2709.8,6909.19,2765.79,8226.97,-5461.18
05-02-2019,Fashion accessories,1,0,55.99,1317.78,,2737.7,7023.52,2793.69,8341.3,-5547.61
04-02-2019,Electronic accessories,7,0,55.99,1317.78,,2724.87,6959.96,2780.86,8277.74,-5496.88
17-01-2019,Sports and travel,7,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
03-03-2019,Fashion accessories,1,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
27-02-2019,Electronic accessories,7,0,56.94,1321.2,,2792.38,7117.01,2849.32,8438.21,-5588.89
26-02-2019,Electronic accessories,2,0,55.5,1328.5,,2793.9,7123.22,2849.4,8451.72,-5602.32
22-02-2019,Sports and travel,10,0,57.26,1332.8,,2792.67,7090.62,2849.93,8423.42,-5573.49
04-03-2019,Fashion accessories,9,0,59.265,1301.04,,2792.81,7150.83,2852.075,8451.87,-5599.795
17-03-2019,Home and lifestyle,4,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
16-01-2019,Sports and travel,2,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
08-01-2019,Electronic accessories,4,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
24-02-2019,Electronic accessories,10,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
22-03-2019,Electronic accessories,1,0,59.04,1312.3,,2800.71,7326.06,2859.75,8638.36,-5778.61
24-01-2019,Electronic accessories,8,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-01-2019,Food and beverages,8,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
24-02-2019,Home and lifestyle,2,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
04-03-2019,Health and beauty,3,0,59.265,1301.04,,2792.81,7150.83,2852.075,8451.87,-5599.795
29-01-2019,Sports and travel,4,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
26-03-2019,Fashion accessories,3,0,59.94,1315,,2818.46,7351.15,2878.4,8666.15,-5787.75
01-01-2019,Electronic accessories,10,1,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
24-01-2019,Electronic accessories,8,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
14-02-2019,Health and beauty,1,0,54.41,1313.9,,2745.73,7022.42,2800.14,8336.32,-5536.18
26-03-2019,Fashion accessories,1,0,59.94,1315,,2818.46,7351.15,2878.4,8666.15,-5787.75
09-01-2019,Fashion accessories,5,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
15-02-2019,Fashion accessories,3,0,55.59,1322.1,,2775.6,7055.18,2831.19,8377.28,-5546.09
02-03-2019,Sports and travel,2,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
26-01-2019,Fashion accessories,1,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
30-01-2019,Electronic accessories,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
27-01-2019,Electronic accessories,1,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-01-2019,Fashion accessories,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
25-01-2019,Fashion accessories,1,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-02-2019,Fashion accessories,2,0,56.09,1344.8,,2779.76,7066.61,2835.85,8411.41,-5575.56
23-01-2019,Health and beauty,5,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
07-03-2019,Home and lifestyle,4,0,59.265,1301.04,,2748.93,7026.88,2808.195,8327.92,-5519.725
23-01-2019,Food and beverages,9,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
08-01-2019,Sports and travel,2,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
08-01-2019,Electronic accessories,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
06-01-2019,Sports and travel,4,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
16-02-2019,Food and beverages,7,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
18-01-2019,Sports and travel,6,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-03-2019,Home and lifestyle,4,0,59.03,1306.5,,2832.57,7349.28,2891.6,8655.78,-5764.18
21-03-2019,Electronic accessories,8,0,59.98,1307.3,,2854.88,7493.27,2914.86,8800.57,-5885.71
30-03-2019,Home and lifestyle,6,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
19-03-2019,Food and beverages,2,0,59.03,1306.5,,2832.57,7349.28,2891.6,8655.78,-5764.18
13-01-2019,Sports and travel,7,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
05-02-2019,Food and beverages,1,0,55.99,1317.78,,2737.7,7023.52,2793.69,8341.3,-5547.61
23-03-2019,Electronic accessories,10,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
17-03-2019,Sports and travel,10,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
09-02-2019,Food and beverages,9,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
26-03-2019,Health and beauty,5,0,59.94,1315,,2818.46,7351.15,2878.4,8666.15,-5787.75
28-01-2019,Food and beverages,7,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
27-03-2019,Food and beverages,2,0,59.41,1310.4,,2805.37,7308.19,2864.78,8618.59,-5753.81
07-02-2019,Home and lifestyle,8,0,55.99,1317.78,,2706.05,6904.98,2762.04,8222.76,-5460.72
31-01-2019,Fashion accessories,8,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
25-02-2019,Food and beverages,3,0,55.48,1329.5,,2796.11,7115.43,2851.59,8444.93,-5593.34
11-03-2019,Fashion accessories,4,0,59.265,1301.04,,2783.3,7164.02,2842.565,8465.06,-5622.495
13-01-2019,Health and beauty,9,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
27-02-2019,Food and beverages,10,0,56.94,1321.2,,2792.38,7117.01,2849.32,8438.21,-5588.89
30-03-2019,Sports and travel,5,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
17-02-2019,Health and beauty,3,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
02-03-2019,Food and beverages,4,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
19-01-2019,Home and lifestyle,10,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-02-2019,Health and beauty,5,0,56.09,1344.8,,2779.76,7066.61,2835.85,8411.41,-5575.56
28-03-2019,Health and beauty,7,0,59.3,1295.3,,2815.44,7320.47,2874.74,8615.77,-5741.03
05-01-2019,Electronic accessories,7,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
06-01-2019,Fashion accessories,7,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
19-02-2019,Food and beverages,9,0,56.09,1344.8,,2779.76,7066.61,2835.85,8411.41,-5575.56
05-02-2019,Electronic accessories,2,0,55.99,1317.78,,2737.7,7023.52,2793.69,8341.3,-5547.61
19-03-2019,Fashion accessories,1,0,59.03,1306.5,,2832.57,7349.28,2891.6,8655.78,-5764.18
04-03-2019,Home and lifestyle,9,0,59.265,1301.04,,2792.81,7150.83,2852.075,8451.87,-5599.795
13-01-2019,Home and lifestyle,3,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
25-03-2019,Health and beauty,3,0,58.82,1322.6,,2798.36,7316.96,2857.18,8639.56,-5782.38
11-02-2019,Home and lifestyle,3,0,55.99,1317.78,,2709.8,6909.19,2765.79,8226.97,-5461.18
04-03-2019,Food and beverages,4,0,59.265,1301.04,,2792.81,7150.83,2852.075,8451.87,-5599.795
23-01-2019,Health and beauty,4,0,56.99,1292.95,,2506.85,6902.13,2563.84,8195.08,-5631.24
14-03-2019,Sports and travel,9,0,58.61,1295.1,,2808.48,7243.01,2867.09,8538.11,-5671.02
22-03-2019,Food and beverages,5,0,59.04,1312.3,,2800.71,7326.06,2859.75,8638.36,-5778.61
10-03-2019,Electronic accessories,2,0,59.265,1301.04,,2804.3,7260.99,2863.565,8562.03,-5698.465
09-02-2019,Food and beverages,1,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
22-02-2019,Home and lifestyle,1,0,57.26,1332.8,,2792.67,7090.62,2849.93,8423.42,-5573.49
18-02-2019,Fashion accessories,7,0,55.99,1317.78,,5132.08,7031.04,5188.07,8348.82,-3160.75
